fzero0.01aS0.1Qs1Nf3BsymN150dtm3V6.3nThread8.el.step
10.000000 3 0
1.666666666666670026e-03 2.007850305194410151e-05 1.757634064493870094e-04
5.000000000000000104e-03 5.954320031593699695e-05 1.618941447088519895e-04
8.333333333333329748e-03 9.836584411526340290e-05 1.491435091146710128e-04
1.166666666666670016e-02 1.365961182856640103e-04 1.374358959250670056e-04
1.499999999999999944e-02 1.742819570751879892e-04 1.267121258978689961e-04
1.833333333333329873e-02 2.114692928444020118e-04 1.169146787518990046e-04
2.166666666666669863e-02 2.482019054805230038e-04 1.079858042445019993e-04
2.500000000000000139e-02 2.845213113522909905e-04 9.986749986330719741e-05
2.833333333333330067e-02 3.204666803734439900e-04 9.250195128521569428e-05
3.166666666666669711e-02 3.560747783141830205e-04 8.583210163155080509e-05
3.500000000000000333e-02 3.913799333821829803e-04 7.980223239079380256e-05
3.833333333333330262e-02 4.264140263907729902e-04 7.435850146077250535e-05
4.166666666666669905e-02 4.612065036671799865e-04 6.944940829942689367e-05
4.499999999999999833e-02 4.957844115536350115e-04 6.502616917687880185e-05
4.833333333333329762e-02 5.301724510341140071e-04 6.104299428217870114e-05
5.166666666666670099e-02 5.643930507275050435e-04 5.745726516291419764e-05
5.500000000000000028e-02 5.984664562460069838e-04 5.422961634205809817e-05
5.833333333333329956e-02 6.324108337350250542e-04 5.132392916395929787e-05
6.166666666666670293e-02 6.662423852908290218e-04 4.870724904188100283e-05
6.500000000000000222e-02 6.999754738930650134e-04 4.634963937602160246e-05
8.333333333333330095e-02 8.850355226564729505e-04 3.465854896013869827e-05
1.166666666666670016e-01 1.218704553131950107e-03 2.476075664827400122e-05
1.499999999999999944e-01 1.551982924805170088e-03 1.920383370461329942e-05
1.833333333333329873e-01 1.885245394910970047e-03 1.567473887446359915e-05
2.166666666666670071e-01 2.218526334078570108e-03 1.323910967554039988e-05
2.500000000000000000e-01 2.551821397960830212e-03 1.145770626579160033e-05
2.833333333333329929e-01 2.885125720406449875e-03 1.009839143923720027e-05
3.166666666666669849e-01 3.218436297170710215e-03 9.027149914135699704e-06
3.499999999999999778e-01 3.551751290891509791e-03 8.161237210784799722e-06
3.833333333333330262e-01 3.885069522791359791e-03 7.446813383717179785e-06
4.166666666666670182e-01 4.218390201217299580e-03 6.847340654392890250e-06
4.500000000000000111e-01 4.551712774125910368e-03 6.337152466112020335e-06
4.833333333333330040e-01 4.885036844477640312e-03 5.897691527382299592e-06
5.166666666666670515e-01 5.218362119236969951e-03 5.515208481717710392e-06
5.500000000000000444e-01 5.551688377319279923e-03 5.179299949016419982e-06
5.833333333333330373e-01 5.885015448663570223e-03 4.881949312843660012e-06
6.166666666666670293e-01 6.218343199267209812e-03 4.616879526045459684e-06
6.500000000000000222e-01 6.551671508919920325e-03 4.379105633536569673e-06
6.833333333333330151e-01 6.885000115552249687e-03 4.164618624775739577e-06
7.166666666666670071e-01 7.218327025303230074e-03 3.970157597703950383e-06
7.500000000000000000e-01 7.551633432741970166e-03 3.793041238793380001e-06
7.833333333333329929e-01 7.884757589622129817e-03 3.631028323194610036e-06
8.166666666666669849e-01 8.216485942997259206e-03 3.482103044990129962e-06
8.499999999999999778e-01 8.539079869909080300e-03 3.343581015184000023e-06
8.833333333333329707e-01 8.812014229397920756e-03 3.207385564199619968e-06
9.166666666666669627e-01 8.870191015315970207e-03 3.039229429403520121e-06
9.499999999999999556e-01 8.240642869939059437e-03 2.716151670720399989e-06
9.833333333333329485e-01 6.197994183712060394e-03 1.965743674685930151e-06
1.016666666666669938e+00 2.992771453257860037e-03 7.373175257608570420e-07
1.050000000000000044e+00 9.845073613122859967e-04 1.795037135804419880e-07
1.083333333333329929e+00 2.394931405972189993e-04 3.251177534246279701e-08
1.116666666666670027e+00 4.576587327838259702e-05 4.727872461481119753e-09
1.149999999999999911e+00 7.169018750502630125e-06 5.778197478832570125e-10
1.183333333333330017e+00 9.492795454828570391e-07 6.111878405307719480e-11
1.216666666666669894e+00 1.087177588340640027e-07 5.708971543281380312e-12
1.250000000000000000e+00 1.096066433543020056e-08 4.778637048646509603e-13
1.283333333333330106e+00 9.863991345543229431e-10 3.624807080506170115e-14
1.316666666666669983e+00 8.013738210790049732e-11 2.514130915910610073e-15
1.350000000000000089e+00 5.932097927173080362e-12 1.606253507079889885e-16
1.383333333333329973e+00 4.032174521397970089e-13 9.511772404159850392e-18
1.416666666666670071e+00 2.533289817155210104e-14 5.248599829320110071e-19
1.449999999999999956e+00 1.479441122792599978e-15 2.711253178750920262e-20
1.483333333333330062e+00 8.070595284714319441e-17 1.316453639796120072e-21
1.516666666666669938e+00 4.130202882060559833e-18 6.029921296827499860e-23
1.550000000000000044e+00 1.990394649277659945e-19 2.613849043235800172e-24
1.583333333333329929e+00 9.062966502857040516e-21 1.075377429040000058e-25
1.616666666666670027e+00 3.910859799025219855e-22 4.209971183825659881e-27
1.649999999999999911e+00 1.603692395394220015e-23 1.572011900774089958e-28
1.683333333333340009e+00 6.264417424111799568e-25 5.610741007016199782e-30
1.716666666666669894e+00 2.336242029613819971e-26 1.917880799721599961e-31
1.750000000000000000e+00 8.335175826034229317e-28 6.289834208981949642e-33
1.783333333333340098e+00 2.850229580026560004e-29 1.982395593298479838e-34
1.816666666666669983e+00 9.357425705992560723e-31 6.013640820255010136e-36
1.850000000000000089e+00 2.954134080968000183e-32 1.758305523648550049e-37
1.883333333333339965e+00 8.981233265888309917e-34 4.961704229614619687e-39
1.916666666666670071e+00 2.633072209043659779e-35 1.352937880306610004e-40
1.949999999999999956e+00 7.453474184828669757e-37 3.568870148340590272e-42
1.983333333333340054e+00 2.039554445245569935e-38 9.117023256455160031e-44
2.016666666666670160e+00 5.400955353102390063e-40 2.257768270242019968e-45
2.049999999999999822e+00 1.385519608357469933e-41 5.425226490584950274e-47
2.083333333333340143e+00 3.446531876648550116e-43 1.266055598134040015e-48
2.116666666666669805e+00 8.320995064682890285e-45 2.871747762008760168e-50
2.149999999999999911e+00 1.951482240412959849e-46 6.336369224378570268e-52
2.183333333333339787e+00 4.449410546744549944e-48 1.361002342898359892e-53
2.216666666666669894e+00 9.870107644697880522e-50 2.847790004817899874e-55
2.250000000000000000e+00 2.131759356894939966e-51 5.808693625268049746e-57
2.283333333333330106e+00 4.485908480022960265e-53 1.155703847693569984e-58
2.316666666666669983e+00 9.203279017825419932e-55 2.244268851325639964e-60
2.350000000000000089e+00 1.841979423136040076e-56 4.256116957238550351e-62
2.383333333333330195e+00 3.598604135498020350e-58 7.886803601613600090e-64
2.416666666666670071e+00 6.866502129030389830e-60 1.428778418930669963e-65
2.450000000000000178e+00 1.280333419685070057e-61 2.531760157211309920e-67
2.483333333333329840e+00 2.334103091405329920e-63 4.390176934356379985e-69
2.516666666666670160e+00 4.162363733956349642e-65 7.453192793530809310e-71
2.549999999999999822e+00 7.264195617462249718e-67 1.239351004552779962e-72
2.583333333333329929e+00 1.241247616852200014e-68 2.019393182074569840e-74
2.616666666666669805e+00 2.077497742629829860e-70 3.225504579962890207e-76
2.649999999999999911e+00 3.407330087819279762e-72 5.052349303678670455e-78
2.683333333333330017e+00 5.478384809955419907e-74 7.763726186032670127e-80
2.716666666666669894e+00 8.638175051579240314e-76 1.170804159835550053e-81
2.750000000000000000e+00 1.336234705416459985e-77 1.733348075552320168e-83
2.783333333333330106e+00 2.028565085796229863e-79 2.520110494185750093e-85
2.816666666666669983e+00 3.023354894509030105e-81 3.599359852640010199e-87
2.850000000000000089e+00 4.425134656288029830e-83 5.051699850387409932e-89
2.883333333333330195e+00 6.362666635322730452e-85 6.969256334706000180e-91
2.916666666666670071e+00 8.990016999396100435e-87 9.453608055838970504e-93
2.950000000000000178e+00 1.248588473370729968e-88 1.261224589071660115e-94
2.983333333333329840e+00 1.705061609200680104e-90 1.655344485896399911e-96
3.016666666666670160e+00 2.290040448500620036e-92 2.137957687919860032e-98
3.049999999999999822e+00 3.025833477856629943e-94 2.717907135520560135e-100
3.083333333333329929e+00 3.934218162059810241e-96 3.401742934884980041e-102
3.116666666666669805e+00 5.034920384508740301e-98 4.192789259385780092e-104
3.149999999999999911e+00 6.343856618429520142e-100 5.090253383983459620e-106
3.183333333333330017e+00 7.871242570040440383e-102 6.088464204280009908e-108
3.216666666666669894e+00 9.619709233087040168e-104 7.176330026380479918e-110
3.250000000000000000e+00 1.158259540899960030e-105 8.337097923194330426e-112
3.283333333333330106e+00 1.374259937806200109e-107 9.548479044346949841e-114
3.316666666666660213e+00 1.607096731805679959e-109 1.078317683862540020e-115
3.350000000000000089e+00 1.852737002629650180e-111 1.200982051216949996e-117
3.383333333333330195e+00 2.106057290241989922e-113 1.319426772372219885e-119
3.416666666666659857e+00 2.360994027301790041e-115 1.430120282337100036e-121
3.450000000000000178e+00 2.610773996947859923e-117 1.529592440632910004e-123
3.483333333333329840e+00 2.848213566062360271e-119 1.614619269237550083e-125
3.516666666666659946e+00 3.066068189974360105e-121 1.682399634829009987e-127
3.549999999999999822e+00 3.257407908993070017e-123 1.730710145514980071e-129
3.583333333333329929e+00 3.415991005372699971e-125 1.758026226438920053e-131
3.616666666666660035e+00 3.536607149843289901e-127 1.763600234489000007e-133
3.649999999999999911e+00 3.615363397896180092e-129 1.747491239899960076e-135
3.683333333333330017e+00 3.649891100243780130e-131 1.710545313073290114e-137
3.716666666666660124e+00 3.639458643703949776e-133 1.654329340487239945e-139
3.750000000000000000e+00 3.584983159118479895e-135 1.581025109560960135e-141
3.783333333333330106e+00 3.488942998594080147e-137 1.493293283505420011e-143
3.816666666666660213e+00 3.355200953800400113e-139 1.394118688790190002e-145
3.850000000000000089e+00 3.188755022659799942e-141 1.286648957208789916e-147
3.883333333333330195e+00 2.995438400416870101e-143 1.174038041464440086e-149
3.916666666666659857e+00 2.781592909572169854e-145 1.059304621327159968e-151
3.950000000000000178e+00 2.553740221619109790e-147 9.452131909787900095e-154
3.983333333333329840e+00 2.318273167242290117e-149 8.341829708986350507e-156
4.016666666666660390e+00 2.081185608233910016e-151 7.282270303948329833e-158
4.049999999999999822e+00 1.847854327555159902e-153 6.289214200651550195e-160
4.083333333333330373e+00 1.622880817435130016e-155 5.374019188150470235e-162
4.116666666666660035e+00 1.409995320345769952e-157 4.543843441074109768e-164
4.150000000000000355e+00 1.212020524571500086e-159 3.802033237251890096e-166
4.183333333333330017e+00 1.030888317976879997e-161 3.148639757622090118e-168
4.216666666666659680e+00 8.677001839881649741e-164 2.581010244708619845e-170
4.249999999999990230e+00 7.228202479047320329e-166 2.094403855603149862e-172
4.283333333333329662e+00 5.959895765942120229e-168 1.682590568665030052e-174
4.316666666666660213e+00 4.864509228446100056e-170 1.338401173463779987e-176
4.349999999999989875e+00 3.930744444066459842e-172 1.054206492255509972e-178
4.383333333333330195e+00 3.144769172077460062e-174 8.223139943239049536e-181
4.416666666666659857e+00 2.510954461040799940e-176 6.402267938726929915e-183
